Chr	Start	End	DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr13	61551300	61552483	1	1672	199.626	74.5726	42.3182	1086.3	16.8092	46.4849	49036	10223	522838	12068	549423	6251738	447160
chr13	62095958	62096233	1	804	200.217	191.462	25.4737	123.3	9.66676	19.0929	4849	16232	20489	9623	687265	5707988	991818
chr13	62236593	62237179	1	2463	157.438	0	0	270.2	8.76209	6.71608	52281	145	161124	75088	546319	5567042	1132453
chr13	62535330	62537520	1	747	319.869	255.974	0	392.2	13.1395	24.5137	0	560	74976	71907	245978	5266701	1431190
chr13	62593254	62594183	1	753	0	109.218	0	0	2.57537	0	5055	4514	18313	15244	189315	5210038	1489114
chr13	62635021	62636182	1	901	624.684	374.592	131.225	345.4	16.2256	27.0082	5193	4167	22377	4167	147316	5168039	1530881
chr13	63039018	63039882	1	1208	0	237.785	110.951	416.4	10.1556	49.5071	8888	1990	58474	46734	254842	4764339	1934878
chr13	63261949	63263243	1	946	105.738	0	0	110.7	6.47855	22.4509	4442	6923	163145	44536	477773	4540978	2157809
chr13	63316490	63317033	1	532	0	0	0	0	5.01941	13.3362	0	16	217686	56037	532314	4487188	2212350
chr13	63622407	63624191	1	1465	91.8463	157.63	0	0	13.4313	6.71608	0	0	523603	3353	586285	4180030	2518267
chr13	63625340	63625806	1	517	73.5568	0	1.53036	69	7.09138	0	0	243	526536	1738	584670	4178415	2521200
chr13	63626678	63627595	1	875	0	118.892	20.7537	694.9	10.3234	18.9969	0	0	527874	0	582881	4176626	2522538
chr13	63630407	63630982	1	999	0	0	0	185.7	7.76259	24.7056	0	2662	531603	2715	579494	4173239	2526267
chr13	63633135	63636343	1	1168	98.3822	144.652	0	1.3	4.91728	5.18098	0	3482	534331	5443	574133	4167878	2528995
chr13	63640209	63642303	1	844	131.123	307.12	117.961	674.8	7.13516	0.911468	389	90	541405	12517	568173	4161918	2536069
chr13	63646916	63648236	1	515	0	61.4078	0	0	0	2.83035	0	0	548112	19224	562240	4155985	2542776
chr13	64019137	64020015	1	469	88.0084	176.14	0	436	10.4839	7.14783	0	4707	920333	47997	190461	3784206	2914997
chr13	64282073	64282732	1	486	93.2745	0	171.51	65.3	3.70619	10.8417	0	4722	1183269	13711	70893	3521489	3177933
chr13	65091190	65092209	1	1179	19.3638	81.3194	110.951	338.5	18.0932	10.5059	12514	2044	1992386	144807	880010	2712012	3987050
chr13	65190250	65190947	1	586	0	0	0	240.5	1.26944	6.71608	1376	4673	2091446	46069	979070	2613274	4086110
chr13	65598816	65599549	1	649	68.6438	377.663	138.329	538.8	9.40411	6.71608	0	16036	2204939	30553	1387636	2204672	4494676
chr13	66022883	66024105	1	573	0	105.148	0	0	7.68963	23.0745	11056	5006	1780383	94619	1780138	1780116	4918743
chr13	66560754	66562240	1	655	182.054	2.97231	64.2751	0	9.2509	20.8678	214	0	1242248	21313	1242003	1241981	5456614
chr13	66574197	66574773	1	580	240.905	193.102	39.6705	274.2	1.99901	0	13657	1331	1229715	8780	1229470	1229448	5470057
chr13	66705651	66706333	1	325	158.147	67.3724	0	0	12.1984	2.0628	0	21247	1098155	6528	1097910	1097888	5601511
chr13	67018994	67020184	1	809	280.304	0	89.7138	86.9	2.97663	44.1342	0	5747	784304	19718	784059	784037	5914854
chr13	68181749	68182936	1	591	181.134	118.892	0	483.5	6.99654	16.6943	8297	1272	377113	80426	376037	376128	5105801
chr13	68655899	68656998	1	797	85.3681	0	91.1131	46.3	3.21009	14.3916	0	0	770138	43580	850187	850278	4631739
chr13	68781743	68782377	1	478	0	1.98154	0	24.8	4.50143	6.95594	0	1341	644759	36458	976031	976122	4506360
chr13	69307364	69308000	1	574	105.738	0	0	292	5.51552	3.64587	0	366	119136	3708	553264	1501743	3980737
chr13	70260320	70260835	1	589	0	118.892	0	192.1	1.81662	13.9119	60693	414	148406	42207	397632	2454699	3027902
chr13	70529692	70530541	1	582	116.772	0	38.259	55.9	6.03352	0	1595	11464	7268	7248	667004	2724071	2758196
chr13	70649611	70650053	1	338	196.764	26.7508	0	51.1	2.5243	12.3768	7872	22015	127187	31763	786923	2843990	2638684
chr13	70842294	70842817	1	659	185.119	186.646	116.307	1288.2	10.4036	21.7793	0	17661	319870	28890	979606	3036673	2445920
chr13	71691984	71692556	1	643	0	118.892	223.865	102.9	6.25968	0	0	2051	172933	30220	172461	3886363	1596181
chr13	72126947	72127988	1	4498	496.321	227.503	169.426	94.1	28.599	90.1874	13744	1990	3499	13108	242541	3459981	1160749
chr13	72308191	72309401	1	865	422.953	226.886	0	192.1	14.3068	17.4618	19328	9355	184743	166947	130834	3278568	979336
chr13	72451879	72452724	1	588	0	171.413	0	123.3	1.82392	34.0601	0	809	218353	310635	10217	3135245	836013
chr13	73682541	73683061	1	631	105.738	5.94462	3.06072	133.8	4.19501	1.72699	25633	2175	49417	49417	47910	1904908	184107
chr13	73693909	73694769	1	1174	124.11	237.785	216.534	25.5	8.74021	44.0863	37001	3500	60785	60785	59278	1893200	195475
chr13	73782779	73783609	1	708	0	104.51	110.951	0	2.39298	7.67552	7851	3401	14105	13827	148148	1804360	284345
chr13	75121959	75122551	1	1101	220.572	237.809	40.0924	392.1	5.11426	12.6166	12122	10125	204277	25362	259140	465418	524674
chr13	75383864	75385534	1	1093	157.474	64.339	0	377.7	6.68283	0.431748	36702	11444	119522	56182	488645	202435	714168
chr13	75561648	75562722	1	1575	211.476	117.232	0	0	3.42167	0.143916	15319	0	56444	8622	311457	25247	536980
chr13	76512103	76512857	1	549	28.5033	10.8985	0	544.6	1.75096	0	0	21793	21939	21899	67179	923954	80400
chr13	76892298	76893829	1	786	4.401	101.055	0	14.7	4.27526	14.3916	0	0	120987	20074	425837	1304149	460595
chr13	77054075	77055435	1	822	172.61	98.4805	0	304.6	0.890072	0	831	866	6111	6111	264231	1438956	514431
chr13	77980274	77980629	1	860	88.0084	2.96898	97.1779	278.7	20.9386	13.4322	0	1370	9167	9107	22590	513762	88514
chr13	78211236	78211652	1	1115	83.6709	237.785	21.425	21.4	1.16731	0	76535	2920	43812	43832	59471	282739	70268
chr13	78277904	78279456	1	730	12.3228	0	0	366.4	1.6853	0	77056	5123	6140	4940	3687	214935	2464
chr13	79946480	79948112	1	733	0	118.892	110.951	69.8	6.74119	7.67552	17834	2362	32304	8742	8382	537185	598
chr13	79965894	79966740	1	980	122.315	164.474	88.5002	85.8	3.67701	6.71608	19181	0	13676	231	960	556599	6469
chr13	80406907	80407446	1	976	0	75.2985	110.951	74.5	5.80734	10.8417	253	2831	19663	19583	350142	997612	297926
chr13	80717648	80718365	1	2050	213.697	179.387	0	428	21.0261	28.7832	12783	2729	94384	29051	194226	1308353	608667
chr13	81156915	81157750	1	619	148.953	118.892	0	112	5.03401	11.993	2386	1329	239691	71266	239813	1747620	1047934
chr13	81542838	81543460	1	752	101.706	113.529	0	439.1	3.74267	36.4587	558	6234	448650	9736	625736	2133543	1433857
chr13	82174178	82174733	1	377	0	0	0	144.2	4.7276	5.03706	0	13879	181920	237408	1257076	2764883	2065197
chr13	82268029	82268665	1	935	0	13.8708	0	143.8	1.16731	9.64237	0	4445	275771	256099	1350927	2858734	2159048
chr13	82603161	82604218	1	779	58.5265	0	0.92352	181.9	6.54421	11.4173	0	215	610903	78249	1686059	3193866	2494180
chr13	82783017	82783670	1	693	70.016	0	0	14.3	2.56808	0	8345	2457	458761	3631	1782249	3373722	2674036
chr13	83120680	83121743	1	776	465.174	277.384	0	366.9	16.1964	37.4661	0	24281	120688	107693	1444176	3711385	3011699
chr13	83178161	83178699	1	955	196.996	38.5967	409.302	231.2	25.1482	68.8878	9491	3767	63732	50737	1387220	3768866	3069180
chr13	83202269	83203281	1	521	0	0	0	50.7	4.75677	8.68293	33599	1107	39150	26155	1362638	3792974	3093288
chr13	83224532	83225096	1	488	67.1206	30.7139	61.2144	0	0	0	15126	18120	17335	4340	1340823	3815237	3115551
chr13	83326650	83327208	1	960	695.101	985.734	198.202	69.8	9.88562	16.2625	2644	5172	84071	75774	1238711	3917355	3217669
chr13	83550787	83551355	1	533	0	38.2902	0	0	5.30394	1.29524	0	0	140139	100826	1014564	4141492	3441806
chr13	84125348	84126238	1	633	105.738	382.471	15.3036	161.1	15.9848	10.7937	27191	11379	433706	15684	439681	4716053	4016367
chr13	84578389	84578782	1	2336	34.5469	111.453	42.6942	115.2	13.694	10.4099	0	8753	886747	11017	11352	5169094	4469408
chr13	84813458	84814407	1	1457	0	21.2777	124.868	95.6	15.7222	22.0671	0	8059	1121816	23189	246421	5404163	4704477
chr13	85056382	85057158	1	1285	299.339	118.892	0	192.1	16.3861	13.0964	2428	9004	1226466	43581	489345	5647087	4947401
chr13	85280458	85282278	1	3501	317.214	118.892	1.53036	347.8	19.2751	32.8129	16445	12019	1001346	107167	713421	5871163	5171477
chr13	85969159	85970574	1	523	0	0	0	0	6.13565	0	0	8821	313050	40359	599137	6080742	5860178
chr13	86303917	86304694	1	402	22.9894	76.9188	0	0	0	0	0	2510	20145	48022	265017	5746622	5702574
chr13	86575111	86575848	1	892	109.405	237.785	33.6679	343.7	7.12056	7.67552	0	739	121432	91200	4856	5475468	5431420
chr13	86688709	86689491	1	1473	158.148	443.347	0	252.5	9.11958	14.5835	7758	22109	235030	21513	118454	5361825	5317777
chr13	86914903	86916333	1	1296	250.354	547.903	110.041	8142.5	49.4792	64.2825	2399	4275	461224	18580	344648	5134983	5090935
chr13	87083280	87083921	1	561	105.738	75.7456	100.229	319.4	8.43379	14.3916	4188	6181	365600	6965	513025	4967395	4923347
chr13	87089111	87089904	1	859	109.368	174.647	0	399.1	5.27476	0	10019	6539	359617	982	518856	4961412	4917364
chr13	87149832	87151396	1	760	832.114	0	221.902	45.5	12.855	18.3253	0	3630	298125	58798	579577	4899920	4855872
chr13	87431502	87432397	1	1530	490.685	383.19	0	388.8	14.0515	21.1077	741	11872	17124	11969	861247	4618919	4574871
chr13	87726333	87727577	1	693	189.315	83.0965	91.718	1958.1	16.9624	15.2071	0	29080	276664	3764	1156078	4323739	4279691
chr13	88251328	88252538	1	57302	7270.54	5764.17	5425.56	342830	1371.85	1507.9	0	181	801659	13004	1681073	3798778	3754730
chr13	88277091	88277392	1	2872	794.598	789.13	644.767	217718	938.865	1018.25	4586	10131	827422	11401	1706836	3773924	3729876
chr13	88279771	88280817	1	4787	926.148	1216.53	858.6	91333.2	280.008	339.642	4683	6706	830102	14081	1709516	3770499	3726451
chr13	88641958	88642651	1	642	0	0	0	263.5	5.7198	15.447	0	15039	1192289	17182	2071703	3408665	3364617
chr13	89110509	89111314	1	878	0	0	0	842.2	1.11624	13.4322	6622	773	1473802	81321	2540254	2940002	2895954
chr13	89264870	89265572	1	419	0	0	0	0	1.02139	0	16275	3945	1319544	72087	2694615	2785744	2741696
chr13	90096786	90097384	1	2246	0	118.892	0	79.2	3.21009	14.3916	2973	14035	487732	20292	1868141	1953932	1909884
chr13	90247005	90247598	1	543	0	0	0	0	1.6926	0	9783	9508	337518	7729	1717927	1803718	1759670
chr13	90610309	90610912	1	842	0	0	0	0	0	0	8550	342	25045	18776	1354613	1440404	1396356
chr13	91596902	91597815	1	1513	36.0882	55.9269	0	459.6	4.23149	6.71608	16168	23007	401381	71761	367710	453501	409453
chr13	91960679	91961496	1	744	0	0	0	0	0	0	0	0	37700	3960	4029	89820	45772
chr13	92482829	92483653	1	4735	78.4144	90.1279	0	1102.4	83.7543	78.6741	0	12907	431658	44805	430147	431375	472808
chr13	92639743	92640468	1	965	0	0	0	0	0	0	0	3896	588572	20905	587061	588289	629722
chr13	92683665	92684485	1	1072	0	0	0	0	0	0	0	0	632494	47651	630983	632211	673644
chr13	92723933	92724532	1	417	0	0	0	0	1.30592	2.54252	0	2440	672762	7604	671251	672479	713912
chr13	93037301	93038285	1	2979	0	0	110.951	0	3.356	6.71608	0	6045	986130	197079	420141	985847	1027280
chr13	93191049	93191510	1	2727	0	0	0	188.7	1.16731	0	0	2489	1004900	189438	266916	1139595	1181028
chr13	93265210	93266143	1	908	0	0	0	0	4.23149	6.71608	0	22568	930267	114805	192283	1213756	1255189
chr13	94175271	94175639	1	449	0	0	0	0	0	0	20448	12566	20771	21258	716612	843453	1046222
chr13	95778717	95779263	1	302	0	0	0	0	0.0802524	2.44657	15931	9529	25513	9833	80868	159799	4418
chr13	98223554	98224141	1	1354	182.714	118.892	0	6176	54.4694	88.5563	0	2825	110970	3230	110511	339345	106130
chr13	98805266	98806001	1	2062	0	0	0	512.8	13.7596	7.67552	0	1955	10042	10002	8382	10982	129289
chr13	99030796	99031688	1	396	0	0	0	191.7	9.41141	0	1219	10686	28461	15988	96788	236512	67416
chr13	99257380	99258714	1	1076	0	0	0	0	0	0	0	3757	33816	8396	26935	57821	44929
chr13	101663230	101664038	1	1890	0	0	0	0	0	0	32971	20968	93987	4726	334985	906771	342693
chr13	101732607	101733232	1	286	0	0	0	0	0	0	102348	2954	163364	15043	372692	837577	412070
chr13	103209411	103210549	1	1301	0	0	0	0	0	0	2646	110	867	867	33730	84181	43364
chr13	103428021	103428639	1	382	0	0	0	0	0	0	0	283	1777	1797	1383	302791	8485
chr13	104208427	104208883	1	266	0	94.5913	0.46179	1880.8	16.4371	36.6506	0	9848	278723	11914	278490	1083197	679550
chr13	104221986	104222849	1	2488	494.862	563.743	197.934	28969.9	252.518	259.241	2000	323	292282	1041	292049	1096756	693109
chr13	104393069	104393473	1	1177	0	0	0	151.7	0.0802524	21.1077	20194	2708	143086	10071	463132	1267839	864192
chr13	104859214	104860005	1	464	0	0	0	0	0	0	4518	2343	185374	31164	776703	1733984	1330337
chr13	104897167	104897751	1	1200	0	0	0	0	0	0	3116	2930	147628	5850	738957	1771937	1368290
chr13	106345674	106346311	1	771	0	0	0	0	0	0	7547	1149	527260	100329	552773	3220444	799112
chr13	106454928	106455590	1	960	0	0	0	1045.9	5.10696	7.67552	0	854	636514	8140	662027	3329698	689833
chr13	107050087	107050700	1	4550	753.308	1108.2	376.946	60930.2	146.161	180.087	22937	5055	137376	22739	135517	3084473	94723
chr13	107550062	107550329	1	7117	1632.98	1008.08	763.92	95991.3	393.39	400.758	37656	14412	20147	19125	19656	2584844	338157
chr13	108910440	108911225	1	13949	3538.34	3143.31	1955.36	175980	723.001	937.373	0	9389	11032	11171	10802	1223948	48190
chr13	109674177	109676645	1	1338	1.83892	0	0	125.6	5.54471	3.5979	35929	0	59933	52902	105760	458528	811927
chr13	109868895	109871421	1	719	0	118.892	104.83	153.3	8.06901	1.77496	0	567	53511	49471	53756	263752	1006645
chr13	109995375	109996572	1	847	0	8.91693	9.69759	0	6.25238	14.3916	164	8490	179991	26868	180236	138601	1133125
chr13	110101482	110102506	1	592	292.189	97.8855	284.295	472.2	5.74898	7.29174	0	2287	196477	71672	286343	32667	1172655
chr13	110346125	110347400	1	1041	797.319	541.805	0	377	14.1536	48.9794	16945	11217	46994	3436	90666	210799	927761
chr13	110543442	110544150	1	774	262.118	756.774	44.7922	539.9	12.4318	19.6685	3280	3555	104438	21218	103301	180599	731011
chr13	110871855	110872467	1	707	80.9914	197.86	6.27984	238.1	2.70669	13.4322	15149	1338	2202	2209	80482	2060	402694
chr13	110904594	110906477	1	2044	145.936	20.8062	0	407.7	3.82293	11.8971	0	1642	29777	7592	113221	28214	368684
chr13	111667921	111668644	1	883	127.743	31.671	0	63.5	3.83022	13.4322	9694	11497	49977	27400	50960	78066	104764
chr13	111873267	111874179	1	1385	51.4898	245.715	235.656	153.8	3.93966	42.935	15704	138	17923	16623	16771	82063	92
chr13	112038112	112038865	1	343	0	0	0	174.5	0	6.71608	27947	3634	88051	17325	181616	22059	69050
chr13	114544536	114544921	1	578	77.2429	118.892	0	0	5.3915	12.8085	417277	1895	25661	21155	20877	22703	198365
chr14	19000335	19001563	1	673	422.952	118.892	11.4777	92.5	13.3292	35.4993	35531	35329	1344658	108173	1771704	2015130	1755991
chr14	19001971	19002392	1	1923	105.738	475.599	0	76	28.7157	73.685	37167	34500	1343829	107344	1770875	2014301	1755162
chr14	19006962	19008468	1	504	10.1141	0	0	158.1	2.46593	0	42158	28424	1337753	101268	1764799	2008225	1749086
chr14	19009172	19009609	1	378	1.83892	0	0	335.1	2.67021	0	44368	27283	1336612	100127	1763658	2007084	1747945
chr14	19012232	19014193	1	860	105.738	232.836	107.125	115.7	5.64684	39.481	47428	22699	1332028	95543	1759074	2002500	1743361
chr14	19016602	19017343	1	578	54.2481	567.749	0	0	6.02622	6.71608	51798	19549	1328878	92393	1755924	1999350	1740211
chr14	19020615	19022265	1	1077	310.024	103.04	201.878	580.5	12.8331	34.5398	55811	14627	1323956	87471	1751002	1994428	1735289
chr14	19023587	19024646	1	898	76.0176	97.071	108.647	528.7	200.332	26.7204	58783	12246	1321575	85090	1748621	1992047	1732908
chr14	19025592	19026636	1	1087	305.23	0	88.5002	86.2	17.8014	46.0531	60788	10256	1319585	83100	1746631	1990057	1730918
chr14	19028276	19029134	1	1475	192.372	30.705	105.793	77.6	2.33461	13.4322	63472	7758	1317087	80602	1744133	1987559	1728420
chr14	19033806	19034775	1	3122	406.402	237.785	195.115	605.1	23.4483	22.0671	69002	2117	1311446	74961	1738492	1981918	1722779
chr14	19034879	19037110	1	2441	422.953	98.0862	22.9554	1.6	16.3423	13.4322	70075	0	1309111	72626	1736157	1979583	1720444
chr14	19037647	19039632	1	634	107.577	118.892	21.425	149	7.42699	1.82294	72843	461	1306589	70104	1733635	1977061	1717922
chr14	19040243	19043401	1	682	105.738	0	0	178.6	3.01311	14.2957	75439	3057	1302820	66335	1729866	1973292	1714153
chr14	19044579	19046597	1	4095	947.277	1259.55	343.276	3252.8	98.5717	448.394	79775	7393	1299624	63139	1726670	1970096	1710957
chr14	19048243	19048680	1	1105	186.07	76.7164	91.5463	510.1	12.0816	28.7832	83439	11057	1297541	61056	1724587	1968013	1708874
chr14	19051711	19052596	1	1340	189.905	274.443	110.951	176	17.5388	22.0671	86907	14525	1293625	57140	1720671	1964097	1704958
chr14	19053649	19054859	1	369	16.5036	59.895	0	0	3.2101	2.35063	88845	16463	1291362	54877	1718408	1961834	1702695
chr14	19121029	19121930	1	460	0	0	0	0	1.55398	15.6389	145183	12596	1224291	11145	1651337	1894763	1635624
chr14	19182819	19183590	1	553	74.5795	116.413	0	254.5	2.1887	0	83523	74386	1162631	72935	1589677	1833103	1573964
chr14	19554898	19555602	1	861	0	0	0	391.8	9.30198	36.027	4137	237664	790619	445014	1217665	1461091	1201952
chr14	19629846	19630626	1	528	105.738	237.787	0	145.8	10.6079	12.1849	11995	162640	715595	519962	1142641	1386067	1126928
chr14	19722024	19722467	1	2466	1226.48	809.15	520.55	121133	8580.92	8372.84	13881	70799	623754	612140	1050800	1294226	1035087
chr14	19722855	19724383	1	389	27.2387	0	0	0	3.09336	0	14712	68883	621838	612971	1048884	1292310	1033171
chr14	19816847	19817542	1	4858	0	0	0	0	0	0	23980	23287	528679	551967	955725	1199151	940012
chr14	19831708	19832138	1	679	105.738	553.874	0	109.5	11.9576	33.5324	9384	38148	514083	537371	941129	1184555	925416
chr14	19944972	19945510	1	3562	325.489	185.215	39.0242	596.7	32.4219	65.5298	1044	151412	400711	423999	827757	1071183	812044
chr14	20017999	20018783	1	919	211.476	241.963	110.951	82.6	6.42748	27.8238	0	184652	327438	350726	754484	997910	738771
chr14	20243503	20244276	1	518	0	93.1324	70.519	0	1.02139	0	3343	3497	101945	125233	528991	772417	513278
chr14	20340127	20341154	1	589	0	0	0	0	8.90071	0	19862	4121	5067	28355	432113	675539	416400
chr14	20384910	20385603	1	940	105.738	71.3044	0	140.6	4.713	23.3624	64645	0	38541	15253	387664	631090	371951
chr14	20405031	20405723	1	1820	232.375	27.7416	0	66.4	19.9463	45.1896	84766	276	58662	35374	367544	610970	351831
chr14	20481672	20482278	1	1030	0	0	0	0.4	1.28404	0	41784	7004	135303	112015	290989	534415	275276
chr14	20637339	20638122	1	1583	10.1141	107.998	0	69	13.6575	26.8643	0	2261	92654	16314	135145	378571	119432
chr14	20704280	20707004	1	946	1228.05	47.557	0	0	9.70323	24.4657	9429	8864	23772	23812	66263	309689	50550
chr14	20713398	20713925	1	541	232.847	1401.91	73.6341	882.9	836.66	633.327	2508	1943	16851	16891	59342	302768	43629
chr14	21651162	21652208	1	640	0	279.091	0	18.4	3.64783	28.7832	43463	4235	7948	7968	7920	109754	20601
chr14	22622120	22622845	1	1155	566.433	910.22	346.5	10988.5	11.0019	8.73091	0	6152	13167	8142	310779	126466	355394
chr14	22629277	22629951	1	1119	279.344	101.517	55.8581	108.9	3.11525	19.7165	0	0	6061	1036	303673	121046	348288
chr14	22823816	22824300	1	627	0	320.926	110.951	132.6	1.65612	8.82685	0	14043	27680	18192	109324	51644	153939
chr14	24034047	24036368	1	580	28.5033	74.3082	88.7609	418	7.61667	0	6204	0	588	588	0	157943	0
chr14	24833403	24834264	1	2016	0	0	130.846	0	14.8832	14.3916	50211	0	672	672	1075	12472	25343
chr14	24906972	24909926	1	591	0	0	0	238	3.80834	4.89314	4502	0	1530	1530	811	28093	0
chr14	25599032	25600079	1	1282	80.0069	192.873	113.636	353	7.3978	7.00391	0	2059	20159	1877	79394	80533	688750
chr14	25836153	25837165	1	770	94.0001	192.03	109.163	535.2	7.60938	18.3733	9859	10765	38918	32771	316515	317654	925871
chr14	26231242	26231775	1	983	89.8161	201.972	0	83.2	3.6989	0	0	1610	338461	140165	711604	712743	1320960
chr14	26335253	26337346	1	796	16.1178	27.7788	104.951	0	11.4834	40.2965	8065	17582	232890	34594	815615	816754	1424971
chr14	26877950	26878881	1	608	0	0	0	0	8.7548	48.9315	8415	5856	307566	69173	1358312	1359451	1967668
chr14	27878114	27878497	1	730	291.053	579.624	78.644	93.7	24.4916	23.0266	7300	1254	1226219	423963	1345430	2359615	2967832
chr14	28021064	28021878	1	1347	0	0	0	276	7.13515	19.5246	3713	1144	1082838	566913	1202049	2502565	3034873
chr14	29017938	29018256	1	1429	354.912	72.3229	59.0152	0	15.8681	25.761	3106	9928	86460	10582	205671	2324837	2038495
chr14	29133106	29134264	1	739	141.751	206.729	23.1616	12.2	4.39929	20.1483	0	2646	28242	28242	89663	2208829	1922487
chr14	29486605	29487823	1	1166	347.133	203.031	25.2509	871.9	6.53691	20.7239	1178	842	185961	841	241774	1855270	1568928
chr14	29935093	29935783	1	1386	78.8937	118.892	64.2751	556.4	10.5349	12.7606	10254	1453	634449	22933	690262	1407310	1120968
chr14	29995473	29996239	1	831	302.269	197.112	0	859	10.0899	40.7762	3966	4400	694829	21877	750642	1346854	1060512
chr14	30295171	30296155	1	523	84.5903	379.467	0	262.2	9.52813	0	10796	583	443613	30641	731604	1046938	760596
chr14	30459627	30460348	1	634	0	0	110.951	46.7	11.498	13.4322	32631	4880	279420	62523	567411	882745	596403
chr14	32491143	32491535	1	1266	8.92112	0	1922.56	1570.1	173.958	138.255	3530	245	51377	25661	53404	1147932	818549
chr14	32953263	32954402	1	569	0	439.417	0	140.9	4.63275	8.3951	1652	4379	14348	50411	49093	997399	1280669
chr14	34322701	34323507	1	1037	96.6301	152.557	0	301.6	1.16731	4.31748	19992	2388	60535	5689	95995	370715	598982
chr14	34746586	34747331	1	677	27.0407	13.1209	85.8575	285.9	2.196	6.71608	1323	4517	49082	44836	53773	35514	175158
chr14	34817304	34820155	1	887	105.738	118.892	0	313	2.77235	7.67552	0	2722	111381	120	15923	106232	102334
chr14	34944602	34946000	1	626	0	118.892	13.7732	582.5	1.13083	13.4322	0	13420	12558	12958	12305	233530	21861
chr14	34953345	34954068	1	626	0	303.151	0	29.9	2.42945	0	0	12010	21301	8892	21048	242273	30604
chr14	35850601	35851366	1	871	254.843	119.32	98.2892	69.5	8.73292	7.33972	0	2556	13377	5437	18586	890175	18680
chr14	36374790	36375363	1	743	96.7953	6.43279	0	415.7	4.95375	2.68643	4997	1146	28433	7786	77535	366178	37436
chr14	37248223	37248843	1	869	156.381	296.66	0	138.9	7.55101	17.078	6348	5635	404699	58453	273280	125737	465509
chr14	37258540	37259399	1	935	45.973	145.643	0	190.9	1.42266	28.7832	1976	0	415016	47897	283597	136054	475826
chr14	38416556	38416981	1	1278	0	0	43.1769	96.1	8.15655	18.853	3571	22380	72414	43696	1042473	1294070	1082006
chr14	38569214	38569964	1	589	0	65.3786	0	0	3.48732	0	0	8424	225072	18601	889490	1446728	929023
chr14	40694482	40695479	1	695	0	118.892	54.3278	139.9	4.48683	0	0	6019	101978	20486	791361	3571996	826543
chr14	40927307	40927963	1	873	127.345	335.916	0	64.8	5.96786	23.6502	4526	5332	334803	114770	1024186	3804821	1059368
chr14	41741681	41742470	1	702	168.262	96.1047	0	120.7	4.0345	23.4583	16182	5832	77003	77285	333311	4619195	1873742
chr14	41816092	41817131	1	758	0	0	0	1241.2	3.50192	12.8565	3898	788	2342	2624	258650	4693606	1948153
chr14	42008415	42009276	1	808	317.215	0	134.665	180.3	2.15222	7.67552	6968	7029	188794	73068	66505	4885929	2140476
chr14	42519911	42521108	1	930	93.8268	130.407	134.772	0	12.388	11.993	21640	5872	171028	39307	443924	5397425	2651972
chr14	42561857	42562489	1	625	0	216.837	0	0	1.02139	0	4789	336	129647	20156	485870	5439371	2693918
chr14	42879005	42879538	1	883	186.651	0	0	451.9	8.63077	10.266	1752	395	18094	18101	803018	5756519	2528696
chr14	42904675	42905365	1	1000	0	149.453	365.658	0	9.74701	18.0375	0	10609	6187	6271	828688	5782189	2502869
chr14	43075615	43076383	1	647	0	0	0	0	0.189687	8.34713	0	1223	177127	35106	999628	5953129	2331851
chr14	43407744	43408313	1	1791	211.476	118.892	0	2.5	3.55299	25.2333	4688	0	509256	115643	1331757	6285258	1999921
chr14	43683839	43684188	1	536	0	113.952	279.217	0	12.3297	8.68293	0	30134	785351	45557	1607852	6281635	1724046
chr14	46236143	46236695	1	789	81.4947	25.2363	104.356	47.9	6.391	6.71608	0	6992	513619	5317	100553	3729128	533424
chr14	46480094	46480966	1	1258	105.738	0	0	0	8.7548	14.3916	10390	2425	328266	90572	142672	3484857	777375
chr14	46553649	46554508	1	643	41.3757	78.2708	0	170.5	1.54668	13.1443	24872	3745	254724	17030	174024	3411315	850930
chr14	47190639	47190988	1	506	1121.59	220.334	0	39.8	9.28009	40.3445	2156	1652	47628	47648	230892	2774835	1487920
chr14	48159821	48160324	1	1942	2550.59	356.677	221.881	393.1	43.1466	104.003	2162	1820	921057	25990	1200074	1805499	1881782
chr14	49356252	49357403	1	921	146.32	27.7305	0	588.7	3.02041	0	4204	9279	283209	8286	693102	608420	684703
chr14	49407364	49408406	1	766	458.116	209.768	86.4653	596	6.18673	0	0	4899	232206	59398	642099	557417	633700
chr14	49690268	49690757	1	764	0	189.7	0	0	1.27674	6.71608	16617	2978	49508	19511	359748	275066	351349
chr14	49836123	49836841	1	1927	145.589	221.854	0	275	7.44157	70.0391	0	6929	50309	38967	213664	128982	205265
chr14	52167893	52168471	1	681	91.6815	236.646	118.258	370.7	9.4187	9.64237	25496	1074	49049	18413	47636	340517	18658
chr14	52239766	52240217	1	778	0	165.947	92.8961	301.6	12.6945	6.42825	0	2036	73879	2670	72972	268771	52453
chr14	52824464	52825033	1	773	747.731	107.39	5.92504	666.3	5.25288	6.71608	48333	0	32340	32400	42435	1661	281953
chr14	52995168	52997567	1	855	105.738	28.7001	12.4683	78.2	2.07197	11.7052	11758	1117	21769	20737	20080	172365	109419
