Chr	Start	End	DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr19	56488209	56489046	1	837	0	9.9077	0	63.2	7.7334	22.0671	33073	6955	89030	8910	45462	429289	109692
chr19	56516460	56516831	1	371	0	0	0	79	1.54668	6.71608	5288	729	61245	18356	60814	457540	81907
chr19	57208066	57208794	1	728	105.738	0	0	189.8	5.3842	0	0	7156	24723	24802	100406	1149146	71237
chr19	57531785	57532398	1	613	199.266	40.319	90.5882	50.3	5.93137	33.2446	0	8008	78332	50490	150572	1472865	182665
chr19	57570783	57571995	1	1212	185.669	80.705	136.966	84.3	6.58069	0	97	6759	38735	10893	110975	1511863	143068
chr19	57830391	57831117	1	726	10.7774	51.5361	124.743	37.3	8.05441	1.5351	0	1168	619	619	102	1771471	4124
chr2	207035	207629	1	594	0	0	0	32.6	0.21887	0	0	2415	57187	7451	56055	2898691	37334
chr2	2997684	2998344	1	660	0	0	0	116.5	3.23197	6.71608	18467	7057	66780	66700	92189	107976	176430
chr2	3909195	3909954	1	759	0	0	0	116.2	4.80784	3.35804	15655	10811	210351	80571	209435	126859	274976
chr2	4315149	4317372	1	2223	119.821	0.49483	0	14.3	11.2791	4.60531	0	18759	616305	2761	615389	532813	680930
chr2	4496661	4497326	1	665	0	0	0	128.5	15.3939	21.1077	0	7121	797817	24770	796901	714325	862442
chr2	6829198	6829829	1	631	209.624	12.88	0	0	7.83554	12.8085	16693	19406	83567	43514	82337	64886	159623
chr2	7628799	7629158	1	359	0	0	0	0	0	0	24820	1854	26498	26498	57060	18268	626658
chr2	8789371	8790280	1	909	377.682	173.207	78.2609	57.9	17.2397	28.4954	8003	319	28636	7295	28038	8488	80726
chr2	10431195	10431847	1	652	141.791	171.982	82.4644	459.5	6.42019	30.798	0	10771	10829	9770	10392	15453	144469
chr2	11230579	11232648	1	2069	30.807	377.919	89.107	395.3	8.22951	28.3994	0	6435	11668	10831	37173	9039	280306
chr2	12262473	12263832	1	1359	116.557	210.474	58.6957	274.2	18.1224	39.1452	34438	2040	3924	1585	48170	343166	100030
chr2	12634636	12635286	1	650	221.59	214.006	58.1537	69	7.15704	0	18691	2820	6410	6410	37701	223319	472193
chr2	13211627	13212085	1	458	0	0	0	0	4.78595	21.1077	9876	11080	353921	18163	352135	302768	1049184
chr2	13428395	13428996	1	601	105.738	118.892	0	91.3	2.88179	8.73091	903	2582	234385	18827	233881	519536	1265952
chr2	13474097	13475149	1	1052	3.9609	35.6846	83.4367	1281.5	6.50773	38.1857	0	13171	188232	26126	187728	565238	1311654
chr2	13501656	13503367	1	1711	422.952	35.6511	231.627	0.5	23.0543	36.4587	5618	1780	160014	38169	159510	592797	1339213
chr2	13749708	13750484	1	776	0	54.4624	240.785	0.8	6.82144	6.71608	7680	657	86179	16891	59203	840849	1564106
chr2	15237811	15238997	1	1186	126.681	201.57	219.814	429.4	6.21591	12.1849	13456	0	43319	12322	442557	53618	75593
chr2	18475283	18478593	1	3310	564.441	452.756	0	271.6	36.6826	73.0134	11493	16792	138263	5266	261963	146242	257842
chr2	18935890	18937769	1	1879	129.693	275.161	76.7691	3.9	7.0768	7.67552	2307	1218	93387	1286	193395	499753	199221
chr2	19681987	19683297	1	1310	267.36	686.555	0	325.7	14.0077	30.7021	13827	2883	7863	4819	118855	22734	142979
chr2	22321975	22322711	1	736	0	0	57.3885	3	1.13812	0	7136	15603	1056012	128725	1280598	836205	1332893
chr2	26185514	26186148	1	634	111.255	0	0	0	3.75727	12.1849	17289	6422	11362	11350	18511	523546	87983
chr2	29308318	29309405	1	1087	36.7786	162.977	0	82.1	15.2261	19.1888	0	8921	2054	2094	23607	146901	56551
chr2	32334682	32336811	1	2129	664.771	194.19	221.902	132	32.9108	30.9899	6856	19278	45978	23665	44651	604239	13855
chr2	33141142	33141867	1	725	235.244	178.788	1844.43	2256.3	580.006	961.359	8672	5716	0	0	29607	123412	139575
chr2	36180715	36183261	1	2546	178.4	57.9528	221.902	485.2	27.1836	36.2668	25489	15097	103649	103635	400924	401434	609710
chr2	36408999	36412198	1	3199	211.476	118.892	5.35626	0	29.8247	10.8417	0	6314	61495	33935	171987	172497	380773
chr2	37746362	37747398	1	1036	0	118.892	0	64.3	10.0607	0	2894	5960	12498	12518	15311	174635	112322
chr2	40205740	40206120	1	380	0	0	0	71.4	1.45913	6.47622	59788	2666	50216	50196	198787	472501	208798
chr2	45642076	45642735	1	659	200.442	21.7969	104.83	0	6.71201	0	16983	3871	24208	24221	194286	78988	2232
chr2	51775713	51777325	1	1612	105.738	218.966	0	10.3	7.35403	6.71608	0	1498	959229	40339	1404129	2589915	2118617
chr2	54356713	54357037	1	324	84.5903	0	0	69	1.3424	12.6646	10301	1505	13589	13609	13233	327900	151039
chr2	57417752	57419479	1	1727	0	0	0	79.8	4.85891	13.72	19941	10271	324237	10428	567715	1000590	898142
chr2	57455565	57456851	1	1286	7.7014	297.202	139.812	270	10.0534	14.3916	10736	8306	286865	48241	530343	1038403	860770
chr2	58363814	58364541	1	727	835.206	0	73.4573	123.6	48.5526	84.7186	8446	5202	15710	0	87811	1007290	1379
chr2	63802396	63802888	1	492	211.477	0	0	148.4	8.36813	14.9673	5995	2590	13028	5272	11473	516847	19080
chr2	64602739	64603379	1	640	164.037	0	0	371.3	2.42216	4.12559	0	4858	15710	15375	47836	918972	130360
chr2	65069819	65071461	1	1642	16.8333	48.5371	9.35064	260.7	14.3579	7.67552	0	2484	10735	2495	14983	450890	35414
chr2	68239404	68240207	1	803	37.4085	289.245	147.328	288.6	6.17943	6.76405	6071	15654	18589	11381	48731	117901	117619
chr2	68676568	68679391	1	2823	101.511	0	0	277.3	15.744	33.5804	11565	882	7544	7564	7756	129448	52406
chr2	68743858	68746564	1	2706	607.663	118.892	48.9715	331.9	23.2586	11.4653	78855	10099	49234	28709	48261	115761	119696
chr2	71844842	71845859	1	1017	225.194	552.404	0	757.1	36.8796	63.3231	0	3424	285938	71814	29479	6534	183628
chr2	75606101	75606530	1	429	52.5058	2.94516	0	0	1.63423	0	12806	8241	36117	9934	36290	172023	274649
chr2	76297103	76299041	1	1938	0	80.9665	96.8682	155.4	3.04959	4.60531	45773	1440	30099	30179	61453	443300	365475
chr2	78235518	78236637	1	1119	0	0	0	117.7	5.3696	16.9821	0	1277	1272062	36574	1999868	2381715	2303890
chr2	80994151	80995035	1	884	0	0	0	110.1	3.60406	8.82685	0	1916	302495	6130	3690122	4039783	3653980
chr2	81158504	81159995	1	1491	165.937	221.371	110.951	417	8.68184	61.0204	5157	8624	466848	5068	3525162	3874823	3489020
chr2	81789213	81790295	1	1082	317.215	0	0	71.1	6.56609	0	2470	1414	103369	80570	2894862	3244523	2858720
chr2	83364830	83365875	1	1045	347.542	71.2822	16.834	227.9	7.98876	14.3916	0	4063	319066	146844	1319282	1668943	1283140
chr2	83374823	83375794	1	971	99.8071	55.4669	46.0067	453.2	0	3.31007	3193	14056	329059	136925	1309363	1659024	1273221
chr2	83567844	83569998	1	2154	282.771	20.7844	0	144.7	10.4109	16.3585	2598	2392	522080	54827	1115159	1464820	1079017
chr2	83653813	83654728	1	915	86.0841	0	204.303	357	7.76258	1.5351	2402	2003	608049	29839	1030429	1380090	994287
chr2	85119364	85121158	1	1794	46.2688	89.4678	0	32.3	11.8628	9.64237	5091	4802	11578	3115	2952	11277	12298
chr2	87585716	87586518	1	802	32.959	69.0855	0	1247.7	8.60888	18.6611	44667	128974	37293	14429	281412	568217	583541
chr2	87618466	87621235	1	2769	0	0	0	0	0	0	77417	149487	2576	2601	314162	600967	616291
chr2	87621401	87627366	1	5965	317.214	118.892	0	858.7	101.993	69.0797	80352	143356	0	0	317097	603902	619226
chr2	87638535	87649725	1	11190	317.214	475.585	110.951	420.9	61.8672	70.9986	97486	120997	14576	4692	334231	621036	636360
chr2	88214523	88215192	1	669	211.476	0	0	0	1.16731	7.67552	10543	86232	100444	86224	100828	535619	118368
chr2	89848686	89856143	1	7457	3458.47	2480.59	2020.51	60655.4	138.72	658.177	7931	5023	663622	92119	593396	1088481	799012
chr2	89864674	89865892	1	1218	323.097	104.056	79.9867	20917.3	28.1175	94.9846	0	15400	679610	82370	583647	1104469	815000
chr2	89866447	89880131	1	13684	4646.49	5809.67	3723.82	304193	1776.12	1962.06	0	1161	681383	68131	569408	1106242	816773
chr2	89955758	89957316	1	1558	0	0	0	158.2	2.42946	6.71608	76230	7370	770694	7348	492223	1195553	906084
chr2	90371611	90378799	1	7188	0	0	0	4519.3	15.1312	15.351	492083	71870	1186547	34339	70740	1383126	1321937
chr2	90380294	90384651	1	4357	0	0	0	0	0	22.0671	500766	66018	1195230	28487	64888	1377274	1330620
chr2	90385016	90393410	1	8394	0	0	0	0	3.06418	6.71608	505488	57259	1199952	19728	56129	1368515	1335342
chr2	90393738	90394542	1	804	0	0	0	0	0	0	514210	56127	1208674	18596	54997	1367383	1344064
chr2	90398972	90399987	1	1015	0	0	0	0	0	0	519444	50682	1213908	13151	49552	1361938	1349298
chr2	90412009	90414516	1	2507	302.503	221.932	221.902	1432.8	86.2494	36.4587	532481	36153	1226945	0	35023	1347409	1362335
chr2	90427357	90427953	1	596	0	0	0	0	0	0	547829	22716	1242293	14071	21586	1333972	1377683
chr2	90474387	90490661	1	16274	1426.4	1017.85	589.721	10865.1	513.469	370.344	489320	23424	1289323	61101	23444	1271264	1424713
chr2	91595161	91616038	1	20877	0	0	0	0	13.424	28.7832	5786	54230	200698	19138	53893	145887	2545487
chr2	91620460	91621517	1	1057	0	0	0	0	0	0	307	48751	195219	13659	48414	140408	2570786
chr2	91647326	91647801	1	475	0	0	0	0	0	0	19278	22467	168935	11679	22130	114124	2597652
chr2	91652841	91654701	1	1860	0	0	0	6.3	1.16731	23.0266	24793	15567	162035	15535	15230	107224	2603167
chr2	91705746	91708310	1	2564	0	0	0	346.8	6.5515	17.2219	77698	35184	108426	34703	34670	53615	2656072
chr2	91708883	91712001	1	3118	0	0	0	0	2.04279	14.3916	80835	38321	104735	37840	37807	49924	2659209
chr2	91712832	91713728	1	896	0	0	0	118.5	0	0	84784	42270	103008	41789	41756	48197	2663158
chr2	91783801	91784306	1	505	155.686	77.4833	32.7918	1328.6	32.597	92.3461	155753	114	32430	6130	112725	21699	2734127
chr2	91810147	91811133	1	986	104.163	163.06	172.729	2612.1	47.772	79.3457	182099	967	5603	4023	139071	5267	2760473
chr2	91980290	91981521	1	1231	105.738	0	0	0	3.21009	0	352242	31742	132201	19576	309214	163696	2930616
chr2	92080154	92081047	1	893	0	0	0	0	1.53939	0	452106	131606	232065	119440	409078	263560	3030480
chr2	92247494	92248447	1	953	0	0	0	0	3.30494	7.67552	619446	298946	399405	286780	576418	430900	3197820
chr2	92267600	92270058	1	2458	390.438	756.275	257.613	33684	84.5203	108.321	639552	319052	419511	306886	596524	451006	3217926
chr2	92284110	92284731	1	621	0	0	0	1727.4	543.572	177.976	656062	335562	436021	323396	613034	467516	3234436
chr2	92289930	92291745	1	1815	276.748	385.195	426.301	99580.7	1951.19	2460.49	661882	341382	441841	329216	618854	473336	3240256
chr2	92295501	92298327	1	2826	377.362	300.635	519.137	68319.8	1943.43	3356.12	667453	346953	447412	334787	624425	478907	3245827
chr2	92300231	92301301	1	1070	105.738	237.785	0	19996.3	265.125	923.653	672183	351683	452142	339517	629155	483637	3250557
chr2	92304818	92311190	1	6372	844.762	655.168	415.351	214192	2155.69	4404.6	676770	356270	456729	344104	633742	488224	3255144
chr2	92311349	92314270	1	2921	0	0	0	0	50.0483	47.0126	683301	362801	463260	350635	640273	494755	3261675
chr2	92314811	92326137	1	11326	934.821	998.687	788.516	270716	4945.33	11095.3	686763	366263	466722	354097	643735	498217	3265137
chr2	99575003	99575463	1	460	211.476	237.797	102.76	0	9.64487	35.2115	0	51	82053	21859	21883	43262	166812
chr2	102146235	102148013	1	1778	493.238	523.925	0	197.5	22.6166	28.7832	33821	10539	50948	55411	55548	34505	242783
chr2	104008245	104009675	1	1430	105.738	0	306.05	0	4.30444	14.3916	28162	1457	144692	17902	654192	425641	659683
chr2	108096765	108097257	1	492	0	0	0	192.9	10.5349	3.45398	2038	641	968299	10760	232215	826858	975994
chr2	108322527	108323647	1	1120	177.495	0	11.4431	455.1	12.1254	14.3916	8379	18649	741909	11110	5825	1052620	749604
chr2	109167513	109169149	1	1636	540.74	189.205	23.5756	360.4	28.1029	27.8238	0	1360	16769	13108	15096	465691	58317
chr2	109815781	109816349	1	568	28.6951	138.291	0	854.3	3.76457	6.71608	10125	1268	18545	14047	70303	3057	349305
chr2	113103487	113104753	1	1266	386.679	90.1245	0	1171.5	22.9668	19.3807	0	0	69723	1383	68807	177684	96503
chr2	114359783	114361442	1	1659	356.641	307.111	9892.72	4000	1730.8	1254.13	0	266	0	0	0	329519	113947
chr2	115128095	115130598	1	2503	422.953	0	110.951	589.6	19.9609	28.4474	0	21336	374204	176108	474445	323844	382556
chr2	117594708	117595759	1	1051	145.275	118.892	0	0	2.74317	16.5503	7158	24252	183037	40735	975884	1366988	980942
chr2	117798795	117802656	1	3861	679.089	832.274	91.5555	661.9	58.6644	85.8699	707	1692	15692	10553	768987	1160091	774045
chr2	119060157	119060867	1	710	0	0	162.779	69	6.18672	7.86741	5441	5828	78043	6829	6471	73609	204059
chr2	119061771	119063407	1	1636	275.839	203.108	0	0	9.20713	36.4587	7055	3288	79657	4289	3931	71069	205673
chr2	119624380	119625954	1	1574	159.836	159.727	0	684.5	8.12737	6.71608	4423	1437	10896	10896	10556	7268	379259
chr2	120201547	120202697	1	1150	70.9739	103.661	40.6375	143.6	5.41338	21.6833	0	565	76332	12183	11548	6651	70218
chr2	122816688	122818128	1	1440	162.989	94.265	86.9427	74.5	5.79275	16.9821	25548	10635	83764	9342	83617	269610	290754
chr2	123031530	123033422	1	1892	422.952	356.677	0	335.5	26.4979	48.6436	6776	13341	15688	1393	298459	484452	505596
chr2	123991701	123992918	1	1217	0	118.892	45.1456	378.3	5.47175	6.71608	5607	2841	272657	33791	90280	1444623	1465767
chr2	124301698	124302404	1	706	272.138	118.892	20.7805	120.6	6.13565	4.17356	562	1133	31702	30586	400277	1754620	1775764
chr2	126008988	126010008	1	1020	74.5795	96.9366	0	2.8	9.10499	7.96335	24663	1934	77841	7108	158810	1324054	1407698
chr2	126648702	126653407	1	4705	160.664	255.023	0	1082.2	31.2619	35.4993	9769	8361	247202	99159	247216	680655	764299
chr2	132548686	132549275	1	589	105.738	0	0	316.6	3.05689	0	84066	10185	10221	9581	107364	361771	100689
chr2	133249389	133251097	1	1708	236.22	307.558	38.8657	710.7	3.61865	9.40251	6974	629	218655	2363	190546	100934	801392
chr2	137103171	137105638	1	2467	0	136.508	0	137.4	10.3161	42.839	9482	9030	14810	14798	42054	8712	365454
chr2	138735689	138736856	1	1167	1.10022	0	19.7055	145.9	14.7737	13.4322	15680	6371	49360	25105	319696	800297	575052
chr2	139140689	139141632	1	943	291.469	125.82	24.6442	222.4	2.30543	13.4322	0	2147	83938	22704	83971	395521	170276
chr2	143168952	143169556	1	604	0	181.311	149.957	124.9	10.2431	22.0671	42081	818	225128	43808	279585	280261	443283
chr2	147211665	147212999	1	1334	0	374.522	0	320.2	15.9629	16.3105	6443	0	61201	1841	1387944	1195197	1506839
chr2	147761984	147762757	1	773	0	214.499	0	55.5	8.67455	27.2481	8703	8660	77812	8935	838186	1594749	957081
chr2	150880220	150882251	1	2031	0	0	0	614.3	8.85693	24.2738	48604	7420	25448	2581	435381	460203	442511
chr2	153785304	153786860	1	1556	178.753	209.149	76.2377	345	24.8053	7.43566	0	1882	187900	2640	176697	546976	166335
chr2	156268062	156269167	1	1105	105.738	118.892	0	106.2	24.9877	48.9794	21508	5465	89	69	264915	907238	1999206
chr2	160730129	160731831	1	1702	2260.56	169.728	101.832	440.7	38.8713	26.7684	38952	118	3985	3985	24471	168171	0
chr2	162135383	162136270	1	887	284.898	378.006	268.334	7914.4	131.884	157.252	0	1373	28606	5499	27776	136755	47339
chr2	163792822	163794029	1	1207	0	73.7619	16.8552	399.2	15.6565	13.5761	7365	2762	408607	45278	203648	691585	598638
chr2	167680806	167682753	1	1947	84.2864	0	0	0	9.7616	23.3624	1741	2371	97016	17292	466176	1103513	884418
chr2	169753671	169754549	1	878	122.902	475.609	110.951	255.6	10.71	11.2254	96932	4226	6607	6627	6336	278352	199141
chr2	169831328	169832411	1	1083	57.5024	0	0	198.6	6.48584	16.9821	26841	10304	12864	12924	83993	200490	276798
chr2	170321684	170325197	1	3513	143.436	125.837	81.8646	384	16.4955	42.3593	7073	431	10679	10169	10451	102214	57728
chr2	170418046	170418886	1	840	211.477	0	14.5384	117.8	8.71832	11.3694	13962	6661	11470	11450	9595	198576	1732
chr2	170738078	170738976	1	898	411.919	55.4831	0	302.5	13.2343	0	0	3838	54094	46100	52510	518608	60613
chr2	171335651	171336601	1	950	77.2346	0	0	215.7	12.782	13.4322	21690	6643	138215	1111	235054	226779	404652
chr2	171504871	171506100	1	1229	160.303	0	110.951	77.5	12.14	34.9236	3178	1536	31031	31036	65555	57280	288063
chr2	172675399	172676165	1	766	335.709	88.1441	0	64.9	5.23829	10.1701	0	4599	74591	74591	62873	275413	3855
chr2	174641632	174643694	1	2062	219.857	250.092	55.4148	0	9.97317	34.0121	0	10338	119342	29690	119646	192362	131016
chr2	175218866	175219700	1	834	603.612	0	0	85.6	6.26698	13.9119	1104	3793	12362	8871	10336	11548	12575
chr2	178002005	178002493	1	488	226.96	350.441	59.9209	298.1	12.782	8.0593	20667	7290	9483	9463	10835	510396	78451
chr2	179879869	179880808	1	939	0	118.892	0	70.1	4.23148	23.0266	14860	875	5288	5288	6097	647265	230914
chr2	180049836	180050925	1	1089	201.803	150.292	0	514.7	6.92358	21.5394	62013	277	78252	32911	61429	580873	400881
chr2	181565600	181567285	1	1685	301.109	329.417	0	892.5	16.3788	28.7832	30950	0	96544	996	277414	933664	708644
chr2	185123816	185124284	1	468	0	51.52	30.6072	7.9	7.19352	11.945	4311	2352	184812	120440	254413	1182922	1073390
chr2	193464523	193464974	1	451	11.953	0	0	15.3	2.07197	15.3511	2345	4202	500439	17633	403775	752686	904093
chr2	193546778	193547435	1	657	105.738	54.985	0	143	12.337	49.8909	7895	655	582694	0	486030	834941	986348
chr2	194672622	194673721	1	1099	118.61	0	0	0	18.1808	16.1186	1739	17867	138878	35778	1611874	1960785	2112192
chr2	194778176	194779397	1	1221	137	0	0	2.7	3.27575	7.14783	4414	3954	244432	19132	1618254	2066339	2217746
chr2	194912830	194915148	1	2318	947.046	594.489	110.951	458.6	55.4325	144.636	6751	0	379086	0	1482503	2200993	2085781
chr2	195327599	195329694	1	2095	105.738	224.394	0	0	7.58749	7.67552	14317	3820	557261	135019	1067957	2128743	1671235
chr2	200041246	200041810	1	564	139.758	118.892	0	90.7	1.16731	0	683	24155	52191	52186	52339	289454	743092
chr2	200777709	200778465	1	756	58.8457	0	828.6	0	4.96106	20.9158	8074	557	1645	1625	233	153298	6437
chr2	205921878	205922467	1	589	100.009	231.33	0	68.3	5.552	44.1343	10264	5446	185274	9370	511243	502849	941214
chr2	206244678	206246192	1	1514	94.4268	161.946	0	405.5	6.86522	13.768	0	2089	265244	80271	300329	206348	617489
chr2	208987198	208988294	1	1096	0	656.28	110.951	187.6	21.6827	23.0266	10324	20219	20274	49909	96286	15833	113729
chr2	211915776	211917503	1	1727	379.938	469.03	0	69	12.5485	52.6733	0	2704	315013	1348	416260	1077978	578977
chr2	211998852	212000401	1	1549	147.114	118.892	154.566	77.3	14.336	14.3916	20292	6429	232115	22155	499336	1161054	662053
chr2	213238228	213239081	1	853	187	78.1089	0	127.4	3.60406	0	24256	5306	35275	35335	164365	2400430	572706
chr2	214332932	214333612	1	680	178.403	262.709	0	402.7	2.1887	6.71608	15510	7370	21310	4608	182963	1984024	324740
chr2	214844984	214845603	1	619	0	237.785	0	0	3.49462	0	2671	2909	45444	45380	213456	1472033	747811
chr2	216472985	216473817	1	832	0	0.99077	0	52.3	6.09917	4.7972	15750	251	18019	2739	171053	10072	243272
chr2	219836164	219836976	1	812	53.6448	109.378	0	176.3	5.78546	0	0	1925	7880	7860	7685	988	199173
chr2	222245812	222246886	1	1074	14.0826	0	0	0	3.85211	0	0	8294	177778	38150	189242	187457	1093307
chr2	222590076	222591108	1	1032	45.973	173.394	0	227.4	3.38518	29.215	2742	7275	151592	20748	151072	48868	749085
chr2	226075699	226076648	1	949	97.7313	25.76	0	308.1	10.3526	14.3916	0	1923	12008	58748	167795	826227	215868
chr2	227317732	227318343	1	611	153.55	868.953	3.06072	155.5	16.8749	63.9467	5865	23928	148349	29288	337326	143844	410992
chr2	227334088	227335928	1	1840	11.0025	29.195	0	43.5	0.627427	3.69384	3098	6343	164705	16529	319741	160200	393407
chr2	228067414	228068795	1	1381	385.083	160.506	75.7579	232.8	5.18721	0	0	988	34341	14130	36927	533779	50764
chr2	229051674	229052505	1	831	125.966	0	0	571.6	13.5043	22.0671	43951	380	45610	3130	403070	63864	620737
chr2	229128290	229129972	1	1682	79.18	156.542	66.4885	43.6	1.21838	16.6463	7211	1592	122226	79746	479686	140480	697353
chr2	230048432	230049889	1	1457	0	30.9021	0	646.1	2.75046	13.4322	21627	0	64448	918	528476	85441	579430
chr2	230983472	230984367	1	895	0	118.892	0	76.4	8.12007	14.3916	0	6641	15336	5549	49790	402743	47846
chr2	230987507	230988008	1	501	105.738	0	0	127.6	6.0554	7.00391	0	3000	11695	1908	53825	406778	44205
chr2	232951040	232951369	1	329	93.7849	0	54.3278	446.1	5.43527	13.672	3585	3726	59136	27996	123851	159050	42828
chr2	233859488	233860740	1	1252	314.222	551.827	77.5782	360.3	29.9487	43.6066	316	3319	104676	36436	36550	11524	65932
chr2	234475755	234477296	1	1541	0	318.629	0	67.3	1.02139	21.1077	264	212	251	251	57	115596	15215
chr2	234695846	234697133	1	1287	211.275	217.408	34.1431	0	5.11426	18.1814	0	8060	66103	43209	64175	31119	46818
chr2	237265347	237267311	1	1964	54.0169	369.186	0	0	11.6147	14.3916	9510	2778	12925	12906	178421	9037	214734
chr2	240629594	240630565	1	971	84.5929	159.83	33.3587	8.7	8.84964	20.1482	0	1667	42847	42851	305547	123929	267044
chr20	6307361	6308408	1	1047	105.738	237.785	0	1425	4.3774	6.90797	25011	14272	184033	113573	203458	83579	285027
chr20	6442921	6443821	1	900	266.644	533.079	44.3804	0	2.74317	22.0671	0	609	319593	249133	303957	39253	420587
chr20	7415763	7416826	1	1063	694.628	491.676	187.59	955.8	10.5568	7.67552	4844	7206	22644	41827	582416	1012095	546170
chr20	8713154	8713702	1	548	102.541	57.6519	0	0	1.02139	7.67552	3157	4666	11116	7394	129256	336376	749996
chr20	11378347	11378990	1	643	184.031	0	0	127.4	7.94498	13.4322	19147	543	723383	17910	3738	533043	757036
chr20	12374421	12374947	1	526	0	12.8288	0	68.6	3.57487	0	4626	7552	615229	190252	827524	635724	1022557
chr20	18983685	18984215	1	530	55.6507	62.7004	0	319	5.17992	11.0336	0	2758	22701	17251	208161	205834	238790
chr20	20438919	20439673	1	754	117.664	48.7413	35.0684	59.4	7.99604	10.362	3590	1441	5123	5103	4965	84746	295
chr20	21066977	21067856	1	879	110.418	525.728	72.9048	474.6	16.0505	8.0593	6478	795	11124	11093	12568	1412	151459
chr20	21346318	21346964	1	646	486.229	0	17.548	143.6	9.73241	7.62755	2689	3478	62314	25312	60555	142769	2149
chr20	21701683	21702505	1	822	81.9346	193.285	15.6983	315.7	6.27427	10.6498	14103	1188	17828	14219	101902	13190	333928
chr20	22062455	22064994	1	2539	513.553	356.677	101.335	370.9	22.3977	32.0933	23430	2100	287562	11803	319049	337636	694700
chr20	26243721	26244226	1	505	0	0	0	385	2.53889	1.15133	23374	21874	53197	40276	252357	1184213	571393
chr20	26315618	26319459	1	3841	709.258	874.839	654.51	35629.3	1832.84	1498.65	95271	49224	125094	112173	324254	1256110	643290
chr20	29594053	29594598	1	545	0	216.83	178.259	1306.9	26.4687	5.42084	0	2198	16998	0	16758	469284	512128
chr20	29803934	29818996	1	15062	6502.16	3291.61	1830.45	52133	327.079	333.022	8427	29298	28049	82072	191509	244886	287730
chr20	29819529	29826170	1	6641	1523.35	1683	1579.82	15919.3	223.131	185.22	1253	22124	20875	74898	207104	237712	280556
chr20	29826947	29827610	1	663	275.871	199.783	134.518	2237.2	18.3121	42.2633	0	20684	19435	73458	214522	236272	279116
chr20	29828046	29833259	1	5213	1184.91	1331.36	1133.99	20106.3	124.96	185.796	0	15035	13786	67809	215621	230623	273467
chr20	33684944	33685934	1	990	0	306.629	0	290.4	4.59627	43.2228	1347	0	4200	240	3902	113257	9153
chr20	34126834	34127510	1	676	0	15.8346	151.682	43.5	118.919	117.771	12611	2420	126	106	1839	60611	8640
chr20	36751798	36753164	1	1366	311.446	8.659	57.0008	1074.9	12.5048	29.6467	3959	355	27354	27354	27816	75930	32491
chr20	37091430	37093318	1	1888	0	406.741	151.855	280.9	24.4624	61.3083	8062	7773	7998	7998	7351	89442	10631
chr20	38198551	38199278	1	727	152.317	0	0	34.4	9.5792	3.54993	1695	1815	259158	1587	519305	76988	526744
chr20	41137513	41138247	1	734	24.4893	0	0	0	1.59046	6.81202	11295	6719	678249	36259	814084	605751	949515
chr20	43066168	43067282	1	1114	0	113.058	0	354.6	12.9571	15.2071	14876	3996	10581	10594	36792	3164	41377
chr20	44367468	44368000	1	532	56.767	0	0	201.2	0.693089	0	0	3692	52476	31916	52212	266985	54504
chr20	45283930	45285529	1	1599	369.148	231.023	105.368	612.5	10.7976	49.8909	232	7392	32727	3790	30730	5554	23268
chr20	45614711	45615316	1	605	309.513	241.885	72.2584	303.2	6.39101	9.97818	11677	137	6067	6107	84490	195490	3601
chr20	48450625	48451208	1	583	507.081	0	0	10.3	10.8632	12.6166	0	829	21201	3482	19780	251417	2058
chr20	49844758	49845677	1	919	306.189	229.349	0	196.6	4.18771	0	5157	6915	77759	7754	171562	56374	161241
chr20	51337996	51338642	1	646	0	43.0284	38.1294	132.5	8.23681	0	6605	2235	253434	90415	250117	249707	534200
chr20	54078484	54079168	1	684	105.738	0	4.59108	183.8	8.0763	0	18487	8224	195183	173600	854416	842163	864723
chr20	54156988	54157444	1	456	114.933	61.4277	0	141.1	3.76456	1.87091	9331	0	273687	252104	776140	763887	786447
chr20	54199310	54200852	1	1542	211.477	319.476	221.88	235	9.63028	3.21412	16597	1006	259712	259704	732732	720479	743039
chr20	54202340	54203601	1	1261	105.738	237.785	110.951	0	7.74069	0	13848	188	256963	256955	729983	717730	740290
chr20	54326187	54327449	1	1262	92.4638	150.132	57.7236	315.8	6.50773	0	4429	5978	133115	133107	606135	593882	616442
chr20	54855658	54857154	1	1496	211.476	0	0	0	4.05639	44.1343	0	15307	76662	31014	76430	64177	86737
chr20	55766673	55767608	1	935	84.9416	422.467	0	9.8	0.233461	8.25118	0	2146	143129	15729	158408	2752	160253
chr20	57524436	57525056	1	620	39.3631	6.92795	0	54.1	10.0534	0	1068	677	31100	10572	30752	133303	35497
chr20	59957909	59959026	1	1117	123.671	0	0	172.9	9.71781	0	0	2797	53432	51165	680282	985184	588673
chr20	62324803	62325103	1	300	0	0	0	0	4.23149	16.1186	18664	2065	13153	5187	12633	136286	83
chr20	62917430	62919028	1	1598	105.738	51.52	110.951	160730	1226.29	1153.73	532012	0	4226	4226	29213	73127	12326
chr21	9427634	9428250	1	616	105.738	0	9.94734	250.6	6.9017	13.672	300713	162091	5971326	61299	539459	22757287	6317806
